66.5 119.0 0.28125
66.5 91.0 0.25
66.5 129.5 0.453125
66.5 129.5 0.484375
66.5 129.5 0.453125
66.5 108.5 0.359375
66.5 129.5 0.453125
66.5 112.0 0.4375
66.5 87.5 0.265625
66.5 80.5 0.21875
66.5 105.0 0.390625
66.5 115.5 0.3125
66.5 94.5 0.25
66.5 122.5 0.421875
66.5 119.0 0.375
66.5 105.0 0.34375
66.5 108.5 0.4375
66.5 122.5 0.375
66.5 119.0 0.484375
66.5 91.0 0.21875
66.5 101.5 0.328125
66.5 105.0 0.328125
66.5 101.5 0.359375
66.5 101.5 0.3125
66.5 112.0 0.390625
66.5 133.0 0.46875
66.5 108.5 0.25
66.5 115.5 0.25
66.5 115.5 0.46875
66.5 112.0 0.453125
66.5 105.0 0.265625
66.5 126.0 0.421875
66.5 108.5 0.390625
66.5 112.0 0.5
66.5 91.0 0.234375
66.5 112.0 0.328125
66.5 129.5 0.421875
66.5 126.0 0.375
66.5 98.0 0.296875
66.5 94.5 0.3125
66.5 105.0 0.34375
66.5 70.0 0.171875
66.5 122.5 0.46875
66.5 126.0 0.5
66.5 101.5 0.359375
66.5 87.5 0.234375
66.5 112.0 0.484375
66.5 122.5 0.390625
66.5 108.5 0.40625
66.5 122.5 0.40625
66.5 108.5 0.390625
66.5 101.5 0.34375
66.5 101.5 0.25
66.5 122.5 0.40625
66.5 122.5 0.421875
66.5 98.0 0.25
66.5 105.0 0.34375
66.5 108.5 0.296875
66.5 115.5 0.4375
66.5 126.0 0.453125
66.5 98.0 0.265625
66.5 122.5 0.40625
66.5 94.5 0.359375
66.5 108.5 0.28125
66.5 115.5 0.359375
66.5 98.0 0.28125
66.5 108.5 0.40625
66.5 126.0 0.296875
66.5 147.0 0.46875
66.5 101.5 0.25
66.5 66.5 0.125
66.5 91.0 0.296875
66.5 108.5 0.359375
66.5 108.5 0.40625
66.5 122.5 0.359375
66.5 115.5 0.4375
66.5 112.0 0.421875
66.5 115.5 0.375
66.5 98.0 0.296875
66.5 115.5 0.421875
66.5 105.0 0.40625
66.5 84.0 0.28125
66.5 101.5 0.34375
66.5 112.0 0.375
66.5 105.0 0.265625
66.5 119.0 0.46875
66.5 119.0 0.421875
66.5 129.5 0.421875
66.5 122.5 0.375
66.5 115.5 0.40625
66.5 119.0 0.421875
66.5 115.5 0.359375
66.5 122.5 0.40625
66.5 98.0 0.28125
66.5 126.0 0.390625
66.5 136.5 0.609375
66.5 126.0 0.40625
66.5 98.0 0.296875
66.5 115.5 0.3125
66.5 112.0 0.328125
66.5 105.0 0.34375
66.5 105.0 0.421875
66.5 101.5 0.375
66.5 105.0 0.265625
66.5 140.0 0.609375
66.5 98.0 0.234375
66.5 105.0 0.3125
66.5 136.5 0.546875
66.5 115.5 0.515625
66.5 112.0 0.390625
66.5 133.0 0.484375
66.5 119.0 0.390625
66.5 133.0 0.421875
66.5 101.5 0.28125
66.5 105.0 0.375
66.5 119.0 0.375
66.5 119.0 0.375
66.5 119.0 0.4375
66.5 101.5 0.3125
66.5 119.0 0.390625
66.5 129.5 0.546875
66.5 98.0 0.328125
66.5 126.0 0.4375
66.5 126.0 0.375
66.5 119.0 0.4375
66.5 119.0 0.4375
66.5 129.5 0.453125
66.5 105.0 0.3125
66.5 122.5 0.328125
66.5 115.5 0.4375
66.5 126.0 0.390625
66.5 112.0 0.390625
66.5 80.5 0.171875
66.5 115.5 0.328125
66.5 108.5 0.359375
66.5 115.5 0.453125
66.5 115.5 0.390625
66.5 101.5 0.234375
66.5 112.0 0.34375
66.5 115.5 0.328125
66.5 119.0 0.40625
66.5 115.5 0.421875
66.5 98.0 0.390625
66.5 126.0 0.390625
66.5 119.0 0.390625
66.5 87.5 0.25
66.5 105.0 0.3125
66.5 112.0 0.375
66.5 129.5 0.359375
66.5 108.5 0.328125
66.5 126.0 0.453125
66.5 112.0 0.46875
66.5 115.5 0.359375
66.5 133.0 0.53125
66.5 122.5 0.375
66.5 122.5 0.421875
66.5 94.5 0.28125
66.5 105.0 0.328125
66.5 108.5 0.390625
66.5 101.5 0.40625
66.5 119.0 0.375
66.5 91.0 0.328125
66.5 94.5 0.359375
66.5 108.5 0.40625
66.5 101.5 0.359375
66.5 115.5 0.296875
66.5 122.5 0.421875
66.5 115.5 0.4375
66.5 101.5 0.453125
66.5 122.5 0.4375
66.5 119.0 0.359375
66.5 112.0 0.453125
66.5 119.0 0.4375
66.5 98.0 0.359375
66.5 112.0 0.40625
66.5 115.5 0.390625
66.5 112.0 0.34375
66.5 105.0 0.359375
66.5 133.0 0.4375
66.5 105.0 0.328125
66.5 84.0 0.234375
66.5 115.5 0.375
66.5 105.0 0.28125
66.5 112.0 0.34375
66.5 115.5 0.390625
66.5 105.0 0.28125
66.5 94.5 0.34375
66.5 98.0 0.4375
66.5 112.0 0.40625
66.5 108.5 0.34375
66.5 98.0 0.21875
66.5 112.0 0.359375
66.5 122.5 0.484375
66.5 129.5 0.421875
66.5 112.0 0.328125
66.5 112.0 0.390625
66.5 129.5 0.453125
66.5 122.5 0.46875
66.5 105.0 0.34375
66.5 119.0 0.5
66.5 98.0 0.3125
66.5 112.0 0.3125
66.5 101.5 0.34375
66.5 108.5 0.296875
66.5 101.5 0.34375
66.5 98.0 0.34375
66.5 126.0 0.421875
66.5 98.0 0.375
66.5 119.0 0.34375
66.5 112.0 0.390625
66.5 112.0 0.421875
66.5 101.5 0.34375
66.5 98.0 0.3125
66.5 122.5 0.4375
66.5 140.0 0.5
66.5 115.5 0.421875
66.5 115.5 0.46875
66.5 105.0 0.28125
66.5 112.0 0.34375
66.5 126.0 0.46875
66.5 105.0 0.328125
66.5 108.5 0.3125
66.5 108.5 0.390625
66.5 126.0 0.46875
66.5 119.0 0.4375
66.5 108.5 0.4375
66.5 112.0 0.359375
66.5 126.0 0.4375
66.5 122.5 0.453125
66.5 115.5 0.4375
66.5 119.0 0.3125
66.5 101.5 0.359375
66.5 91.0 0.28125
66.5 115.5 0.5
66.5 122.5 0.421875
66.5 105.0 0.328125
66.5 115.5 0.359375
66.5 101.5 0.328125
66.5 108.5 0.359375
66.5 77.0 0.25
66.5 101.5 0.25
66.5 101.5 0.359375
66.5 98.0 0.359375
66.5 126.0 0.421875
66.5 98.0 0.390625
66.5 112.0 0.421875
66.5 115.5 0.453125
66.5 80.5 0.21875
66.5 115.5 0.453125
66.5 122.5 0.390625
66.5 112.0 0.328125
66.5 122.5 0.5
66.5 91.0 0.1875
66.5 122.5 0.28125
66.5 91.0 0.234375
66.5 105.0 0.328125
66.5 108.5 0.296875
66.5 112.0 0.375
66.5 122.5 0.359375
66.5 101.5 0.265625
66.5 105.0 0.3125
66.5 105.0 0.34375
66.5 105.0 0.3125
66.5 129.5 0.40625
66.5 112.0 0.421875
66.5 101.5 0.34375
66.5 94.5 0.375
66.5 101.5 0.40625
66.5 84.0 0.203125
66.5 126.0 0.453125
66.5 108.5 0.390625
66.5 80.5 0.140625
66.5 91.0 0.296875
66.5 98.0 0.34375
66.5 105.0 0.328125
66.5 94.5 0.3125
66.5 94.5 0.203125
66.5 101.5 0.375
66.5 101.5 0.203125
66.5 108.5 0.375
66.5 91.0 0.234375
66.5 108.5 0.34375
66.5 115.5 0.359375
66.5 112.0 0.453125
66.5 112.0 0.375
66.5 112.0 0.359375
66.5 129.5 0.453125
66.5 105.0 0.34375
66.5 98.0 0.359375
66.5 108.5 0.359375
66.5 122.5 0.390625
66.5 105.0 0.375
66.5 112.0 0.390625
66.5 126.0 0.546875
66.5 112.0 0.375
66.5 115.5 0.4375
66.5 115.5 0.359375
66.5 126.0 0.46875
66.5 112.0 0.40625
66.5 119.0 0.453125
66.5 122.5 0.453125
66.5 126.0 0.4375
66.5 129.5 0.453125
66.5 94.5 0.265625
66.5 119.0 0.421875
66.5 112.0 0.40625
66.5 122.5 0.484375
66.5 115.5 0.421875
66.5 108.5 0.375
66.5 119.0 0.40625
66.5 108.5 0.40625
66.5 98.0 0.34375
66.5 105.0 0.3125
66.5 119.0 0.34375
66.5 122.5 0.390625
66.5 112.0 0.421875
66.5 101.5 0.328125
66.5 112.0 0.40625
66.5 133.0 0.46875
66.5 119.0 0.484375
66.5 101.5 0.328125
66.5 112.0 0.328125
66.5 122.5 0.4375
66.5 80.5 0.21875
66.5 108.5 0.296875
66.5 80.5 0.171875
66.5 112.0 0.359375
66.5 136.5 0.515625
66.5 94.5 0.234375
66.5 101.5 0.390625
66.5 101.5 0.265625
66.5 122.5 0.375
66.5 101.5 0.359375
66.5 94.5 0.234375
66.5 105.0 0.328125
66.5 122.5 0.390625
66.5 105.0 0.421875
66.5 126.0 0.53125
66.5 122.5 0.390625
66.5 94.5 0.3125
66.5 122.5 0.484375
66.5 122.5 0.484375
66.5 108.5 0.34375
66.5 98.0 0.3125
66.5 94.5 0.25
66.5 122.5 0.375
66.5 108.5 0.421875
66.5 115.5 0.421875
66.5 122.5 0.359375
66.5 91.0 0.21875
66.5 119.0 0.34375
66.5 115.5 0.359375
66.5 115.5 0.484375
66.5 98.0 0.3125
66.5 108.5 0.390625
66.5 105.0 0.359375
66.5 115.5 0.328125
66.5 126.0 0.46875
66.5 112.0 0.34375
66.5 119.0 0.4375
66.5 122.5 0.421875
66.5 115.5 0.34375
66.5 98.0 0.296875
66.5 108.5 0.40625
66.5 98.0 0.34375
66.5 122.5 0.421875
66.5 101.5 0.28125
66.5 119.0 0.359375
66.5 108.5 0.28125
66.5 122.5 0.421875
66.5 94.5 0.359375
66.5 119.0 0.375
66.5 105.0 0.375
66.5 122.5 0.46875
66.5 112.0 0.4375
66.5 84.0 0.359375
66.5 91.0 0.28125
66.5 108.5 0.390625
66.5 101.5 0.296875
66.5 101.5 0.390625
66.5 115.5 0.375
66.5 105.0 0.34375
66.5 119.0 0.390625
66.5 105.0 0.359375
66.5 108.5 0.359375
66.5 105.0 0.421875
66.5 98.0 0.296875
66.5 119.0 0.4375
66.5 115.5 0.515625
66.5 87.5 0.328125
66.5 101.5 0.328125
66.5 112.0 0.390625
66.5 98.0 0.328125
66.5 94.5 0.21875
66.5 122.5 0.390625
66.5 126.0 0.34375
66.5 108.5 0.375
66.5 119.0 0.390625
66.5 133.0 0.453125
66.5 87.5 0.265625
66.5 122.5 0.28125
66.5 133.0 0.53125
66.5 126.0 0.40625
66.5 98.0 0.28125
66.5 115.5 0.328125
66.5 112.0 0.40625
66.5 108.5 0.359375
66.5 105.0 0.21875
66.5 94.5 0.328125
66.5 105.0 0.328125
66.5 98.0 0.203125
66.5 112.0 0.421875
66.5 119.0 0.390625
66.5 129.5 0.4375
66.5 126.0 0.34375
66.5 91.0 0.265625
66.5 91.0 0.328125
66.5 108.5 0.375
66.5 101.5 0.3125
66.5 119.0 0.375
66.5 126.0 0.34375
66.5 98.0 0.34375
66.5 126.0 0.453125
66.5 98.0 0.328125
66.5 122.5 0.4375
66.5 91.0 0.34375
66.5 115.5 0.421875
66.5 105.0 0.34375
66.5 105.0 0.34375
66.5 126.0 0.328125
66.5 101.5 0.328125
66.5 119.0 0.3125
66.5 112.0 0.296875
66.5 119.0 0.390625
66.5 80.5 0.296875
66.5 115.5 0.390625
66.5 115.5 0.359375
66.5 122.5 0.4375
66.5 115.5 0.328125
66.5 105.0 0.3125
66.5 91.0 0.3125
66.5 112.0 0.4375
66.5 101.5 0.359375
66.5 105.0 0.28125
66.5 143.5 0.546875
66.5 98.0 0.375
66.5 129.5 0.40625
66.5 122.5 0.40625
66.5 94.5 0.28125
66.5 115.5 0.328125
66.5 108.5 0.375
66.5 129.5 0.46875
66.5 108.5 0.359375
66.5 122.5 0.40625
66.5 112.0 0.390625
66.5 115.5 0.296875
66.5 108.5 0.28125
66.5 112.0 0.375
66.5 105.0 0.421875
66.5 112.0 0.328125
66.5 126.0 0.40625
66.5 94.5 0.421875
66.5 119.0 0.484375
66.5 94.5 0.28125
66.5 105.0 0.296875
66.5 101.5 0.34375
66.5 133.0 0.4375
66.5 119.0 0.390625
66.5 94.5 0.3125
66.5 101.5 0.3125
66.5 105.0 0.390625
66.5 126.0 0.40625
66.5 115.5 0.390625
66.5 105.0 0.328125
66.5 98.0 0.328125
66.5 119.0 0.5625
66.5 119.0 0.375
66.5 119.0 0.390625
66.5 129.5 0.421875
66.5 112.0 0.359375
66.5 119.0 0.40625
66.5 101.5 0.265625
66.5 91.0 0.3125
66.5 126.0 0.546875
66.5 101.5 0.328125
66.5 112.0 0.375
66.5 122.5 0.5
66.5 115.5 0.453125
66.5 126.0 0.46875
66.5 94.5 0.328125
66.5 115.5 0.421875
66.5 115.5 0.453125
66.5 147.0 0.5
66.5 84.0 0.265625
66.5 119.0 0.359375
66.5 105.0 0.3125
66.5 133.0 0.546875
66.5 105.0 0.390625
66.5 112.0 0.40625
66.5 119.0 0.34375
66.5 133.0 0.46875
66.5 91.0 0.25
66.5 108.5 0.328125
66.5 98.0 0.328125
66.5 105.0 0.25
66.5 126.0 0.453125
66.5 129.5 0.515625
66.5 98.0 0.34375
66.5 122.5 0.453125
66.5 112.0 0.359375
66.5 115.5 0.375
66.5 119.0 0.375
66.5 91.0 0.234375
66.5 105.0 0.328125
66.5 115.5 0.390625
66.5 129.5 0.578125
66.5 108.5 0.390625
66.5 108.5 0.3125
66.5 115.5 0.421875
66.5 108.5 0.375
66.5 108.5 0.296875
66.5 101.5 0.34375
66.5 66.5 0.1875
66.5 122.5 0.375
66.5 87.5 0.203125
66.5 108.5 0.34375
66.5 98.0 0.328125
66.5 119.0 0.296875
66.5 126.0 0.40625
66.5 77.0 0.234375
66.5 108.5 0.421875
66.5 133.0 0.515625
66.5 115.5 0.375
66.5 98.0 0.34375
66.5 112.0 0.40625
66.5 126.0 0.421875
66.5 133.0 0.515625
66.5 108.5 0.34375
66.5 105.0 0.3125
66.5 122.5 0.40625
66.5 112.0 0.34375
66.5 122.5 0.375
66.5 115.5 0.40625
66.5 94.5 0.296875
66.5 105.0 0.25
66.5 105.0 0.296875
66.5 122.5 0.453125
66.5 105.0 0.34375
66.5 122.5 0.375
66.5 94.5 0.25
66.5 129.5 0.53125
66.5 112.0 0.359375
66.5 91.0 0.328125
66.5 98.0 0.234375
66.5 87.5 0.265625
66.5 101.5 0.265625
66.5 122.5 0.40625
66.5 105.0 0.359375
66.5 122.5 0.40625
66.5 108.5 0.296875
66.5 119.0 0.5
66.5 119.0 0.390625
66.5 101.5 0.375
66.5 122.5 0.453125
66.5 87.5 0.296875
66.5 129.5 0.34375
66.5 59.5 0.1875
66.5 98.0 0.296875
66.5 119.0 0.40625
66.5 112.0 0.359375
66.5 122.5 0.390625
66.5 122.5 0.390625
66.5 133.0 0.53125
66.5 87.5 0.3125
66.5 108.5 0.390625
66.5 119.0 0.421875
66.5 115.5 0.4375
66.5 105.0 0.40625
66.5 105.0 0.359375
66.5 108.5 0.328125
66.5 115.5 0.5
66.5 91.0 0.265625
66.5 122.5 0.421875
66.5 98.0 0.265625
66.5 98.0 0.28125
66.5 112.0 0.40625
66.5 122.5 0.421875
66.5 91.0 0.34375
66.5 112.0 0.34375
66.5 112.0 0.421875
66.5 126.0 0.46875
66.5 63.0 0.140625
66.5 112.0 0.375
66.5 105.0 0.296875
